WB_id,public_name,logFC
WBGene00009185,F27C8.5,0.028134475
WBGene00004101,hgrs-1,0.028071883
WBGene00011030,R05D7.5,0.028051098
WBGene00016500,tag-253,0.028048774
WBGene00007395,C06H5.7,0.028030334
WBGene00013693,Y105E8B.9,0.027952759
WBGene00019087,F59A6.5,0.027818362
WBGene00005218,srg-61,0.027438751
WBGene00018041,F35D2.3,0.027365902
WBGene00001239,elo-1,0.026992462
WBGene00006763,unc-26,0.026912855
WBGene00010077,F55A11.4,0.026773347
WBGene00001518,gar-2,0.026693612
WBGene00008311,rskn-2,0.026645218
WBGene00017911,fbxb-106,0.026400432
WBGene00006829,unc-101,0.026335787
WBGene00000437,ceh-13,0.02621532
WBGene00015126,B0303.4,0.026206018
WBGene00011932,sptl-3,0.026133435
WBGene00011952,T23F6.5,0.0260926
WBGene00004496,rps-27,0.025995568
WBGene00007140,cyp-29A4,0.025964855
WBGene00018830,F54E7.8,0.025855536
WBGene00008410,D2023.6,0.025761131
WBGene00006938,wee-1.1,0.025570656
WBGene00006311,sun-1,0.025466416
WBGene00016163,C27D9.1,0.025420566
WBGene00009645,F42G10.1,0.025402152
WBGene00009045,F22B5.10,0.025161492
WBGene00007883,C33A12.4,0.025146983
WBGene00044301,lgc-28,0.02511881
WBGene00007595,C15A7.2,0.024767711
WBGene00000271,brf-1,0.024685076
WBGene00007400,C07A9.2,0.024667601
WBGene00004746,sdc-2,0.024498015
WBGene00012138,T28F4.3,0.024491176
WBGene00019736,M02F4.2,0.024226508
WBGene00010597,K06A4.7,0.024086505
WBGene00020489,T13G4.2,0.02404594
WBGene00011762,T13H10.2,0.023704579
WBGene00007600,C15C6.1,0.023625268
WBGene00044077,tag-232,0.02327025
WBGene00015666,C10A4.5,0.023243742
WBGene00000288,cal-4,0.023225894
WBGene00010571,K04G11.3,0.023177715
WBGene00002176,jip-1,0.02310286
WBGene00010766,K11B4.1,0.022991481
WBGene00003554,nas-38,0.022766288
WBGene00002217,klp-4,0.022532198
WBGene00016238,C30A5.3,0.022406695
WBGene00005066,srb-1,0.022314409
WBGene00012067,T26H2.5,0.022314409
WBGene00014439,K11E4.t2,0.022314409
WBGene00018881,F55E10.1,0.022314409
WBGene00020333,sre-12,0.022314409
WBGene00015470,C05D2.10,0.02209374
WBGene00015552,C06G3.6,0.021963803
WBGene00007846,C31E10.5,0.021880419
WBGene00009367,F33H2.3,0.021856889
WBGene00011111,snfc-5,0.021678684
WBGene00012185,W01F3.2,0.021672726
WBGene00021007,W03F11.4,0.021642786
WBGene00008533,F02E9.10,0.021487763
WBGene00007931,C34D1.4,0.021300932
WBGene00008587,F08G12.3,0.021225994
WBGene00006585,tni-3,0.02098654
WBGene00009020,F21D9.6,0.020744634
WBGene00016034,C24A3.4,0.020572944
WBGene00001950,hlh-3,0.020540932
WBGene00009575,F40F8.1,0.020428383
WBGene00011442,T04F8.3,0.020427304
WBGene00004431,rpl-19,0.020407302
WBGene00007087,B0001.2,0.020293729
WBGene00017349,farl-11,0.020238891
WBGene00017785,F25E5.4,0.020068546
WBGene00004829,sli-1,0.019449067
WBGene00001019,dnj-1,0.019412449
WBGene00020449,fbxa-54,0.019318711
WBGene00017321,F09G8.7,0.019248345
WBGene00019827,mop-25.1,0.019231787
WBGene00005344,srh-127,0.019211769
WBGene00009797,F46G10.2,0.01918913
WBGene00005533,sri-21,0.019055843
WBGene00008549,din-1,0.019027896
WBGene00010643,K07G5.4,0.019000455
WBGene00018136,F37A4.6,0.018973961
WBGene00010094,tsfm-1,0.018725526
WBGene00019667,K12B6.2,0.018681593
WBGene00004348,rgs-5,0.018539691
WBGene00017547,F18A1.6,0.018396162
WBGene00001425,fis-2,0.018377627
WBGene00002295,let-19,0.018239859
WBGene00001085,dpy-26,0.018220421
WBGene00003510,mxl-2,0.018167308
WBGene00010003,F53F8.6,0.018073808
WBGene00004031,pis-1,0.018042368
WBGene00000231,atx-2,0.017966887
WBGene00015285,C01B12.2,0.017862589
WBGene00008120,C46F11.5,0.017600434
WBGene00010843,M03C11.6,0.017584514
WBGene00017774,F25B5.2,0.017072076
WBGene00017331,ugt-40,0.016993482
WBGene00005240,srh-15,0.01678478
WBGene00018728,F53A9.5,0.016765084
WBGene00005720,srv-9,0.016537761
WBGene00019389,K04F1.10,0.016509388
WBGene00020891,T28C12.4,0.016446381
WBGene00016170,C27F2.8,0.01640835
WBGene00004201,prx-19,0.016201494
WBGene00007389,glb-3,0.01618403
WBGene00019770,M04F3.4,0.015994416
WBGene00015158,B0361.4,0.01598554
WBGene00011717,T11G6.2,0.015975859
WBGene00045404,C06C3.11,0.01589689
WBGene00019122,F59E12.6,0.015864964
WBGene00011360,lgc-18,0.015699791
WBGene00009533,F38B7.2,0.015677896
WBGene00011893,T21C9.6,0.015677232
WBGene00023487,F33D4.8,0.015673527
WBGene00003071,lrp-1,0.015646639
WBGene00008709,F11E6.6,0.015499682
WBGene00006780,unc-44,0.015364686
WBGene00004308,rap-2,0.015269577
WBGene00018608,F48E3.9,0.015180193
WBGene00001844,hid-1,0.015150741
WBGene00011367,T02C12.2,0.015036603
WBGene00009178,F26H9.8,0.014974331
WBGene00001638,gly-13,0.014723541
WBGene00002060,ife-2,0.01467205
WBGene00014822,R11H6.6,0.014601014
WBGene00194935,M02G9.4,0.014535606
WBGene00018468,F45E4.3,0.014481014
WBGene00020970,W03A5.6,0.014474815
WBGene00015813,thoc-2,0.014385036
WBGene00003377,mls-2,0.014289396
WBGene00007585,C14C10.2,0.014159085
WBGene00020444,T12B3.1,0.014021205
WBGene00018679,F52C12.2,0.013973234
WBGene00003133,mat-2,0.013949452
WBGene00008248,srsx-27,0.013753169
WBGene00019487,tag-218,0.013662105
WBGene00018158,F37E3.3,0.013575974
WBGene00001250,elt-2,0.013126126
WBGene00018008,vpr-1,0.013062627
WBGene00015582,C07H6.9,0.012916968
WBGene00010250,F58D12.3,0.012842539
WBGene00007270,C03C10.4,0.0128383
WBGene00004190,pars-2,0.012599056
WBGene00002804,Y110A7A.19,0.012124214
WBGene00009653,F43D9.1,0.012098399
WBGene00008375,D1054.8,0.012089304
WBGene00009254,capg-1,0.011939159
WBGene00006742,unc-2,0.011714214
WBGene00012009,T25B9.3,0.011544132
WBGene00020283,T06A4.3,0.011541175
WBGene00010666,K08E4.2,0.011434725
WBGene00018223,bath-13,0.011232385
WBGene00020219,T05A7.1,0.011167307
WBGene00011614,nfya-1,0.011137626
WBGene00008808,F14F4.1,0.011095914
WBGene00008883,F16B12.7,0.011068012
WBGene00007547,nhr-154,0.010947848
WBGene00016903,C53D5.2,0.010930083
WBGene00007586,ril-2,0.010860841
WBGene00004504,rpt-4,0.010813014
WBGene00004699,rsp-2,0.010695141
WBGene00009825,F47G4.4,0.010679451
WBGene00006321,sup-12,0.010675249
WBGene00012000,T24H10.1,0.010532826
WBGene00011068,set-14,0.010421568
WBGene00017924,F29B9.10,0.010362736
WBGene00010951,M199.2,0.01027717
WBGene00010449,K01A11.1,0.010267125
WBGene00007723,C25F9.2,0.010035427
WBGene00000293,cap-2,0.009892265
WBGene00019678,K12H4.3,0.009888488
WBGene00016244,C30B5.2,0.009808504
WBGene00003641,nhr-51,0.009791391
WBGene00016619,C43H6.6,0.009759732
WBGene00015928,C17H12.2,0.009751176
WBGene00044699,nhr-286,0.009674172
WBGene00015061,cpna-2,0.009635775
WBGene00011532,T06D10.2,0.009245155
WBGene00019310,K02E7.5,0.009191095
WBGene00003731,nhx-3,0.009016529
WBGene00008863,F15D4.6,0.008928491
WBGene00017858,F27C1.11,0.008921756
WBGene00020110,R151.7,0.008858138
WBGene00017854,F27C1.4,0.008548547
WBGene00019002,F57B10.4,0.00847407
WBGene00000935,daz-1,0.008453139
WBGene00011662,T09F3.2,0.008444995
WBGene00016504,C37C3.12,0.008434332
WBGene00016429,C35A11.2,0.008223916
WBGene00020152,nhr-211,0.00804426
WBGene00000418,ced-4,0.008031981
WBGene00005004,spp-19,0.007922972
WBGene00009023,F21G4.1,0.007849678
WBGene00021093,W08F4.3,0.007691088
WBGene00003640,nhr-50,0.007641437
WBGene00003083,lst-1,0.007620756
WBGene00011153,R09A8.2,0.007506898
WBGene00017434,F13H8.1,0.007495704
WBGene00003952,pbs-6,0.007325117
WBGene00009715,F44G4.6,0.007313421
WBGene00007064,2RSSE.1,0.00719869
WBGene00005449,srh-243,0.006953235
WBGene00020104,R148.5,0.006883852
WBGene00010205,F57F5.3,0.006639403
WBGene00011729,set-16,0.006595825
WBGene00008052,ctns-1,0.006421
WBGene00006638,tsp-12,0.00633799
WBGene00007548,C13C4.4,0.006333917
WBGene00014516,T10C6.8,0.00627654
WBGene00017466,F14F9.3,0.006176805
WBGene00007115,B0198.2,0.006124904
WBGene00017831,F26F4.12,0.006097221
WBGene00017342,F10D7.5,0.006079482
WBGene00000902,daf-6,0.005800176
WBGene00019973,R09A1.3,0.005768317
WBGene00044920,F20G2.7,0.005735041
WBGene00017456,F14D2.8,0.005442719
WBGene00006831,unc-104,0.005095141
WBGene00010734,K10C8.1,0.005087648
WBGene00017408,sdz-11,0.00487834
WBGene00011648,T09E8.3,0.004799386
WBGene00003396,mom-4,0.004540503
WBGene00019999,srab-14,0.004472546
WBGene00020997,gpa-18,0.004443844
WBGene00018221,F40A3.6,0.004256384
WBGene00001715,grl-6,0.004053022
WBGene00008072,C43F9.4,0.003909031
WBGene00000493,che-14,0.003898755
WBGene00017448,F14B8.6,0.00380208
WBGene00019781,M60.6,0.003588248
WBGene00008418,D2030.8,0.003319131
WBGene00003924,pas-3,0.003218093
WBGene00016580,C42C1.2,0.003197431
WBGene00009716,F44G4.7,0.00319016
WBGene00004057,pmk-3,0.003185341
WBGene00010179,F57A8.4,0.003095039
WBGene00012194,toe-4,0.002949342
WBGene00019968,R08F11.4,0.002915711
WBGene00011554,T07A5.1,0.002900968
WBGene00017025,D1037.1,0.00288693
WBGene00018903,F55G1.7,0.002818259
WBGene00003423,msi-1,0.002695596
WBGene00010285,F58H1.2,0.002503243
WBGene00009449,F35H8.4,0.002500501
WBGene00016039,C24A8.5,0.002475351
WBGene00004793,shw-3,0.002062673
WBGene00008861,F15D4.4,0.001854703
WBGene00011113,R07E5.5,0.001818147
WBGene00017981,figl-1,0.001770512
WBGene00011243,R11D1.2,0.001629808
WBGene00020094,wip-1,0.001613592
WBGene00003253,mig-22,0.001495299
WBGene00003884,osm-3,0.00108229
WBGene00002368,let-99,0.001028421
WBGene00008779,F14B4.1,0.000934347
WBGene00023408,cex-2,0.000892782
WBGene00008237,C50F4.14,0.000881478
WBGene00017121,cyc-2.1,0.000846877
WBGene00011688,T10C6.6,0.000740773
WBGene00007447,fbxb-9,0.000468164
WBGene00011340,ugt-30,0.00045468
WBGene00003243,mig-10,0.000427313
WBGene00003741,nlp-3,0.000406105
WBGene00021099,W08F4.10,0.000306603
WBGene00011586,flp-33,0.000242898
WBGene00015677,cpg-4,0.000236925
WBGene00016699,C46A5.2,0.000208397
WBGene00194658,R09E10.13,0.000177825
WBGene00009233,F28H6.4,-8.94E-05
WBGene00012178,glb-27,-9.27E-05
WBGene00008595,clec-56,-0.000127697
WBGene00011135,fbxa-147,-0.000371312
WBGene00003380,mnm-2,-0.000470904
WBGene00019076,F59A3.3,-0.000512349
WBGene00001008,dlk-1,-0.000665325
WBGene00015283,C01B10.9,-0.000708519
WBGene00019514,K08B4.2,-0.000757413
WBGene00016988,CD4.1,-0.000786286
WBGene00007490,C09G5.8,-0.000789842
WBGene00004976,spe-41,-0.000819129
WBGene00077593,C49G7.12,-0.000949142
WBGene00009674,nucb-1,-0.001082243
WBGene00016417,C34F11.8,-0.001186232
WBGene00018303,F41G3.10,-0.001188738
WBGene00009314,F32B4.4,-0.001194129
WBGene00007313,clec-147,-0.001290041
WBGene00004124,pqn-37,-0.001381476
WBGene00006499,tag-153,-0.001382598
WBGene00016788,C49G7.10,-0.001601021
WBGene00018512,F46F11.9,-0.00177031
WBGene00010056,smc-6,-0.001875629
WBGene00020184,T03F1.1,-0.002000145
WBGene00010971,R01E6.7,-0.002226758
WBGene00016984,C56G3.1,-0.002229727
WBGene00007502,glb-4,-0.002232729
WBGene00010936,ztf-14,-0.00229243
WBGene00019365,K03E6.7,-0.002431966
WBGene00018275,F41C3.11,-0.002510327
WBGene00017929,F29C4.7,-0.002750815
WBGene00019357,cpg-8,-0.002761035
WBGene00017789,F25E5.8,-0.002781466
WBGene00010266,dct-18,-0.002791187
WBGene00007690,C18E9.10,-0.002818457
WBGene00011575,T07C12.11,-0.00283769
WBGene00016081,C25A6.1,-0.003025823
WBGene00018064,F35F11.1,-0.003030932
WBGene00009002,hint-1,-0.003467945
WBGene00000520,cku-80,-0.003580162
WBGene00003808,npr-2,-0.003605821
WBGene00011279,asd-1,-0.003642992
WBGene00006510,tag-165,-0.00366369
WBGene00016611,bicd-1,-0.00387628
WBGene00004197,prx-12,-0.003887565
WBGene00010784,K11H3.7,-0.003971486
WBGene00019855,R03H10.2,-0.003987462
WBGene00016503,C37C3.11,-0.004036506
WBGene00000981,dhs-18,-0.004068574
WBGene00000780,cpn-4,-0.004129011
WBGene00004800,sir-2.1,-0.004130898
WBGene00011727,T12A7.6,-0.004164946
WBGene00018518,F46H5.2,-0.00420418
WBGene00023418,R06F6.12,-0.004283673
WBGene00198698,H01G02.11,-0.004372174
WBGene00008484,E04D5.5,-0.00447239
WBGene00001043,dnj-25,-0.004804506
WBGene00009731,exo-1,-0.004990051
WBGene00020403,T10B11.7,-0.005291508
WBGene00017934,F30B5.4,-0.005406897
WBGene00009262,F30A10.3,-0.005498246
WBGene00020952,kel-8,-0.005656389
WBGene00019629,cid-1,-0.005995724
WBGene00012265,W04G5.4,-0.006104699
WBGene00001214,ego-1,-0.006253084
WBGene00016849,acs-21,-0.006513599
WBGene00044421,D1007.18,-0.006609288
WBGene00009456,F36A2.9,-0.00662675
WBGene00000296,cat-2,-0.006640611
WBGene00010773,K11E4.1,-0.006666156
WBGene00008016,C38D9.8,-0.006877398
WBGene00015583,C08A9.3,-0.006877398
WBGene00197401,K08E3.13,-0.006877398
WBGene00197565,F39B2.12,-0.006877398
WBGene00009285,F31C3.3,-0.006899364
WBGene00044508,nsy-7,-0.007139418
WBGene00138711,R07B1.13,-0.00715678
WBGene00021036,W05F2.4,-0.007161864
WBGene00012369,W09G3.6,-0.007167212
WBGene00007106,B0035.3,-0.007362061
WBGene00005469,srh-263,-0.007564048
WBGene00012044,T26E4.2,-0.007832742
WBGene00018193,F39C12.1,-0.007875743
WBGene00011073,R07A4.2,-0.008035982
WBGene00000621,col-44,-0.008181197
WBGene00006608,tre-2,-0.008208533
WBGene00017686,F21H12.6,-0.008388233
WBGene00012114,T28B8.3,-0.008442308
WBGene00003936,pat-12,-0.008732174
WBGene00012317,ztf-6,-0.008889265
WBGene00003518,nac-2,-0.008914514
WBGene00004681,rsd-2,-0.009267696
WBGene00015469,C05D2.8,-0.009512459
WBGene00015790,C15C7.4,-0.009596583
WBGene00020896,T28D9.4,-0.009601013
WBGene00018731,F53A9.8,-0.009704727
WBGene00022453,Y110A2AR.3,-0.009717418
WBGene00020887,T28B4.4,-0.00977334
WBGene00007761,rad-26,-0.009826298
WBGene00012306,W06F12.2,-0.009913547
WBGene00010420,H28O16.2,-0.009989657
WBGene00009267,usp-48,-0.010126336
WBGene00004121,pqn-34,-0.010494009
WBGene00007801,trpa-1,-0.010535875
WBGene00008740,F13D12.5,-0.010570942
WBGene00019766,M4.1,-0.010666857
WBGene00044304,F52B10.3,-0.010887923
WBGene00017830,rpb-8,-0.010914098
WBGene00004275,rab-11.2,-0.011021588
WBGene00044070,set-18,-0.011393262
WBGene00018259,F41B4.3,-0.011453517
WBGene00015233,B0511.7,-0.011649282
WBGene00020672,T22B7.3,-0.011661923
WBGene00015299,C01F1.4,-0.011681654
WBGene00003165,mec-1,-0.011718095
WBGene00000053,acr-14,-0.011726387
WBGene00010033,F54B11.10,-0.011754498
WBGene00003037,lin-54,-0.011795522
WBGene00020645,T21D9.2,-0.011872863
WBGene00009266,F30A10.9,-0.011906811
WBGene00011071,R06F6.8,-0.011924086
WBGene00009336,F32D8.14,-0.011989321
WBGene00012158,ucr-2.1,-0.012104961
WBGene00018154,exos-9,-0.012131442
WBGene00018998,flap-1,-0.012189143
WBGene00002139,inx-17,-0.012190798
WBGene00008300,C54D10.5,-0.012715835
WBGene00010500,K02B12.7,-0.012730875
WBGene00015418,pac-1,-0.012731251
WBGene00006405,itsn-1,-0.01283217
WBGene00020949,W02F12.4,-0.012836349
WBGene00007183,B0462.4,-0.012847444
WBGene00005710,sru-47,-0.012964505
WBGene00017731,F23C8.1,-0.01306539
WBGene00003925,pas-4,-0.013295204
WBGene00004219,ptr-4,-0.013440181
WBGene00000112,alh-6,-0.013504856
WBGene00019665,K11H12.9,-0.013638256
WBGene00007027,ssl-1,-0.013723403
WBGene00020602,T20B12.4,-0.013728626
WBGene00001723,grl-14,-0.013795843
WBGene00007234,C01G10.7,-0.013918202
WBGene00012224,W03G11.2,-0.013977223
WBGene00016817,C50E3.6,-0.01403594
WBGene00016542,C39H7.4,-0.014037563
WBGene00000875,cyk-4,-0.014050561
WBGene00007811,C29F7.2,-0.014068307
WBGene00016295,fbxc-40,-0.014194691
WBGene00012134,T28F3.8,-0.014576979
WBGene00006703,ubc-6,-0.014819253
WBGene00010795,M01A8.1,-0.01506591
WBGene00020900,T28F2.1,-0.015343483
WBGene00020389,T10B5.3,-0.015360183
WBGene00008711,F11E6.8,-0.016000768
WBGene00019354,K03B4.2,-0.016332263
WBGene00017014,dylt-2,-0.016338992
WBGene00017765,F25B4.1,-0.016438158
WBGene00007480,glna-1,-0.016592937
WBGene00019877,R05D3.2,-0.016692967
WBGene00007285,C04A11.1,-0.016759183
WBGene00010901,M28.10,-0.016926085
WBGene00012015,T25B9.9,-0.017112919
WBGene00007100,B0024.10,-0.017115331
WBGene00007089,B0001.4,-0.017255448
WBGene00004244,puf-8,-0.017516039
WBGene00018403,F44A2.3,-0.017763379
WBGene00012360,tat-3,-0.017902048
WBGene00020822,T26A5.6,-0.018037706
WBGene00020321,T07F12.1,-0.018086605
WBGene00016380,ntp-1,-0.018265005
WBGene00044658,C01G10.17,-0.018385605
WBGene00005725,srv-14,-0.018474497
WBGene00016588,C42C1.10,-0.018679817
WBGene00007637,C17D12.1,-0.018705816
WBGene00008758,F13E9.9,-0.018787186
WBGene00008481,E04D5.2,-0.019022756
WBGene00009094,F23H12.5,-0.019182847
WBGene00010913,M110.3,-0.019197831
WBGene00011807,T16G12.6,-0.019207322
WBGene00018068,F35H10.2,-0.019229215
WBGene00009964,fip-6,-0.019292837
WBGene00001262,emb-8,-0.01930073
WBGene00020248,T05C1.1,-0.019427595
WBGene00011092,R07B7.8,-0.019874134
WBGene00007144,B0334.4,-0.019929304
WBGene00007912,C34B7.2,-0.020339586
WBGene00004488,rps-19,-0.020486001
WBGene00016937,tag-294,-0.02093366
WBGene00013718,Y106G6H.5,-0.020950768
WBGene00016317,C32D5.10,-0.021007247
WBGene00011066,ztf-15,-0.0210499
WBGene00003848,odr-1,-0.02118008
WBGene00015779,C14F11.2,-0.021203755
WBGene00020043,R13A1.5,-0.021378812
WBGene00009375,F34D10.6,-0.02152016
WBGene00000230,atp-3,-0.02219966
WBGene00007492,C09G9.1,-0.022457369
WBGene00019025,srb-16,-0.022486604
WBGene00004341,rfl-1,-0.022508208
WBGene00006976,zhp-3,-0.02270159
WBGene00016406,C34D10.1,-0.022733223
WBGene00017920,F29B9.2,-0.022734208
WBGene00009256,tut-2,-0.022872082
WBGene00006433,sdhb-1,-0.02289384
WBGene00006741,unc-1,-0.022896817
WBGene00008219,C50B6.3,-0.023135154
WBGene00194692,T02C12.5,-0.023142252
WBGene00017356,F10E9.4,-0.023249341
WBGene00004248,pus-1,-0.023300088
WBGene00003630,nhr-40,-0.023336892
WBGene00009922,F52B5.3,-0.023341867
WBGene00004155,pqn-73,-0.02335319
WBGene00015536,glb-2,-0.023506689
WBGene00015416,C04C3.6,-0.023647541
WBGene00008236,C50F4.12,-0.023885978
WBGene00009541,cutl-17,-0.024182449
WBGene00019051,srz-23,-0.024259549
WBGene00000445,ceh-22,-0.024440678
WBGene00004311,ras-2,-0.024527726
WBGene00000114,alh-8,-0.024775171
WBGene00009618,F41E7.2,-0.024852271
WBGene00019092,F59A7.5,-0.024878336
WBGene00015718,C13A2.1,-0.024952541
WBGene00020216,trap-2,-0.024999573
WBGene00006594,tom-1,-0.025057866
WBGene00008805,git-1,-0.025157147
WBGene00015462,C05C8.5,-0.025200618
WBGene00011886,T21B10.4,-0.025215534
WBGene00019154,glf-1,-0.025378784
WBGene00020732,T23E7.2,-0.025469597
WBGene00016400,C34D4.4,-0.025501003
WBGene00004432,rpl-20,-0.025770776
WBGene00004106,pqn-15,-0.025862269
WBGene00010294,fbxa-129,-0.025980667
WBGene00001465,flr-1,-0.026061634
WBGene00017747,F23F1.6,-0.026123754
WBGene00004465,rpn-9,-0.026225675
WBGene00004370,rig-3,-0.026245269
WBGene00017085,E01A2.2,-0.026313239
WBGene00011734,T12D8.6,-0.026346909
WBGene00019498,K07E8.7,-0.026399122
WBGene00019074,F59A3.1,-0.026468613
WBGene00001568,gei-11,-0.026512953
WBGene00008338,C55A6.9,-0.026830602
WBGene00077643,DC2.8,-0.026944152
WBGene00015709,cyp-33A1,-0.026947452
WBGene00002136,inx-14,-0.027016871
WBGene00018974,F56D12.6,-0.02760709
WBGene00020543,fbxb-83,-0.027721454
WBGene00008152,C47E12.9,-0.02790971
WBGene00018681,F52C12.4,-0.028150215
WBGene00016741,C48B6.3,-0.028184389
WBGene00009785,F46C5.10,-0.028215298
WBGene00009557,F39B2.7,-0.028263157
WBGene00011333,T01E8.5,-0.028285478
WBGene00011789,T15H9.4,-0.028326737
WBGene00000097,aip-1,-0.028512836
WBGene00020561,T19C3.3,-0.028794004
WBGene00017787,nhr-141,-0.028909244
WBGene00010200,F57C7.4,-0.028913355
WBGene00009648,F43C1.3,-0.029018324
WBGene00017803,F26A1.4,-0.029032821
WBGene00050889,T04C12.9,-0.029108957
WBGene00005081,srd-3,-0.02912102
WBGene00016428,C35A11.1,-0.029133334
WBGene00020808,T25F10.6,-0.02915867
WBGene00004750,sea-1,-0.029169797
WBGene00006605,tra-2,-0.029182313
WBGene00197663,F13H6.13,-0.029192482
WBGene00019946,R08C7.2,-0.029239178
WBGene00010910,M106.2,-0.029400637
WBGene00010335,F59F3.6,-0.029442738
WBGene00005167,srg-9,-0.029604664
WBGene00018928,F56B3.2,-0.029651116
WBGene00009218,acs-20,-0.029676064
WBGene00019417,fbxb-52,-0.029680706
WBGene00044725,R11G1.7,-0.029918885
WBGene00010328,F59C6.11,-0.029955414
WBGene00007267,C03A3.2,-0.030059109
WBGene00007599,C15A11.7,-0.030167351
WBGene00009945,bath-38,-0.03027356
WBGene00017749,F23F1.9,-0.030303643
WBGene00018212,F39H12.1,-0.030314393
WBGene00004312,rba-1,-0.03042678
WBGene00017769,F25B4.6,-0.030510822
WBGene00017075,D2096.8,-0.03067059
WBGene00009656,F43G6.3,-0.030703855
WBGene00007042,pbrm-1,-0.030826914
WBGene00020026,R12C12.6,-0.030969844
WBGene00004491,rps-22,-0.031051814
WBGene00015249,B0546.2,-0.031082811
WBGene00020209,T04C9.1,-0.031105757
WBGene00019279,K01A2.4,-0.031132483
WBGene00017730,F22H10.6,-0.031177842
WBGene00018516,tag-257,-0.03118846
WBGene00008919,vps-36,-0.031290844
WBGene00023419,F53F4.16,-0.03147305
WBGene00003587,ned-8,-0.031744155
WBGene00010881,M05D6.9,-0.031764596
WBGene00008558,F07H5.7,-0.031885234
WBGene00016114,flp-27,-0.032177479
WBGene00001177,egl-8,-0.032325514
WBGene00008800,F14E5.2,-0.03240267
WBGene00010943,M176.4,-0.032424947
WBGene00006959,xbp-1,-0.032531495
WBGene00001499,fsn-1,-0.033206365
WBGene00004298,rad-54,-0.033234029
WBGene00018134,F37A4.4,-0.033385261
WBGene00020150,T01D1.5,-0.033385261
WBGene00007593,C14H10.3,-0.03338808
WBGene00005011,F26F4.8,-0.033431967
WBGene00019152,nspb-6,-0.033432607
WBGene00001673,gpa-11,-0.033439821
WBGene00006384,taf-3,-0.03347287
WBGene00044329,cpsf-4,-0.033475797
WBGene00009824,gpdh-1,-0.033619614
WBGene00006778,unc-42,-0.033632526
WBGene00016142,C26E6.6,-0.033642178
WBGene00195254,H16D19.6,-0.033724862
WBGene00045340,T10G3.8,-0.033913739
WBGene00019997,R10F2.6,-0.033934015
WBGene00018508,F46F11.1,-0.034329882
WBGene00016387,kbp-5,-0.034714719
WBGene00020935,fnci-1,-0.034750915
WBGene00004281,rab-28,-0.034831239
WBGene00016674,C45G9.2,-0.034845757
WBGene00008094,C44H4.4,-0.034913069
WBGene00017280,F09D1.1,-0.034925094
WBGene00000540,cln-3.2,-0.034990982
WBGene00010458,K01C8.6,-0.035333323
WBGene00018511,F46F11.8,-0.035641213
WBGene00004882,smg-4,-0.035781555
WBGene00011994,T24F1.2,-0.035853427
WBGene00016029,C24A1.2,-0.036005661
WBGene00011580,ddx-19,-0.036197536
WBGene00015868,C16H3.3,-0.036431666
WBGene00001366,exc-5,-0.036504633
WBGene00019653,K11G9.2,-0.036537063
WBGene00002980,lgg-1,-0.036590889
WBGene00005032,sra-6,-0.037037351
WBGene00003706,nhr-116,-0.037039261
WBGene00015734,C13B9.3,-0.037166042
WBGene00001749,gst-1,-0.037215142
WBGene00015781,C14F11.6,-0.037342489
WBGene00003624,nhr-28,-0.037706636
WBGene00017103,E02H9.5,-0.037882479
WBGene00021146,lgc-45,-0.037915939
WBGene00007378,C06C3.8,-0.038182834
WBGene00003219,mes-1,-0.038245294
WBGene00002988,lim-6,-0.038271876
WBGene00007647,C17E4.10,-0.038321135
WBGene00011878,T21B4.4,-0.038511437
WBGene00013781,Y116A8B.4,-0.038727622
WBGene00018884,F55E10.5,-0.038794825
WBGene00001561,gei-4,-0.038839357
WBGene00016366,nhr-140,-0.038934198
WBGene00001443,fli-1,-0.039027451
WBGene00009808,srm-4,-0.039164338
WBGene00005468,srh-262,-0.03949484
WBGene00007613,C15H11.1,-0.03949484
WBGene00007094,B0019.2,-0.039895262
WBGene00018377,F43C9.3,-0.039913981
WBGene00001538,gcy-12,-0.040103053
WBGene00016021,C23H3.5,-0.040476207
WBGene00009137,bath-39,-0.04055118
WBGene00004441,rpl-27,-0.040594186
WBGene00008944,F19B2.5,-0.0407666
WBGene00003173,mec-9,-0.040790247
WBGene00004386,rnp-3,-0.041047615
WBGene00009374,F34D10.4,-0.041190168
WBGene00020636,T20H4.5,-0.041404427
WBGene00006533,tba-7,-0.041624596
WBGene00017282,F09E5.2,-0.041641526
WBGene00044764,W01A8.7,-0.041791115
WBGene00013724,Y106G6H.14,-0.041825136
WBGene00009125,F25H5.2,-0.041844069
WBGene00010278,F58G6.8,-0.042060315
WBGene00005262,srh-39,-0.04212525
WBGene00010257,F58E6.8,-0.042185718
WBGene00007101,B0024.11,-0.042188271
WBGene00011140,R08B4.4,-0.042233012
WBGene00001665,gpa-3,-0.042397752
WBGene00020188,T03F1.6,-0.042603243
WBGene00006642,tsp-16,-0.042622798
WBGene00016274,C30G12.2,-0.042972979
WBGene00003825,ntl-2,-0.042975924
WBGene00011337,T01G1.2,-0.042984032
WBGene00020727,T23C6.5,-0.0429853
WBGene00010730,K10C3.2,-0.043039793
WBGene00019833,R02F2.4,-0.043352334
WBGene00011719,T11G6.4,-0.043456771
WBGene00020126,flp-26,-0.043483804
WBGene00017461,bath-28,-0.043574887
WBGene00016107,C25G6.1,-0.043841159
WBGene00015930,C17H12.4,-0.043959112
